gene_name,epoch,loss
Tmem163,49,0.03709038
Tmem163,54,0.03583148
Tmem163,59,0.03628979
Tmem163,64,0.034572337
Tmem163,69,0.035222538
Tmem163,74,0.037421275
Tmem163,79,0.035447598
Wfdc15b,4,0.093651876
Wfdc15b,9,0.08390584
Wfdc15b,14,0.069708444
Wfdc15b,19,0.066810615
Wfdc15b,24,0.06552606
Wfdc15b,29,0.06519641
Wfdc15b,34,0.068565525
Wfdc15b,39,0.07167058
Wfdc15b,44,0.06889873
Smoc1,4,0.07000001
Smoc1,9,0.05156539
Smoc1,14,0.034094784
Smoc1,19,0.035001144
Smoc1,24,0.031279556
Smoc1,29,0.028778693
Smoc1,34,0.028692737
Smoc1,39,0.027781665
Smoc1,44,0.026554937
Smoc1,49,0.025041291
Smoc1,54,0.024327759
Smoc1,59,0.022667065
Smoc1,64,0.0216114
Smoc1,69,0.01985312
Smoc1,74,0.0209261
Smoc1,79,0.02270757
Smoc1,84,0.021593496
Abcc8,4,0.07384015
Abcc8,9,0.07397841
Abcc8,14,0.07792848
Abcc8,19,0.07711367
Ank,4,0.07824056
Ank,9,0.08462147
Ank,14,0.085465744
Ank,19,0.08559417
Mapre3,4,0.095803335
Mapre3,9,0.090954855
Mapre3,14,0.08489679
Mapre3,19,0.08622436
Mapre3,24,0.08639433
Mapre3,29,0.08356648
Mapre3,34,0.08330782
Mapre3,39,0.086552575
Mapre3,44,0.08405263
Mapre3,49,0.07944363
Mapre3,54,0.08444354
Mapre3,59,0.08008586
Mapre3,64,0.07353313
Mapre3,69,0.07679807
Mapre3,74,0.07362627
Mapre3,79,0.06926925
Mapre3,84,0.06837726
Mapre3,89,0.0651169
Mapre3,94,0.06236822
Mapre3,99,0.058578182
Mapre3,104,0.06485525
Mapre3,109,0.0660467
Mapre3,114,0.059331663
Pak3,4,0.09473799
Pak3,9,0.092588395
Pak3,14,0.08306225
Pak3,19,0.07535575
Pak3,24,0.075977996
Pak3,29,0.07790755
Pak3,34,0.076372266
Rbfox3,4,0.12210254
Rbfox3,9,0.11788075
Rbfox3,14,0.09665644
Rbfox3,19,0.0675294
Rbfox3,24,0.045297015
Rbfox3,29,0.029310852
Rbfox3,34,0.022341693
Rbfox3,39,0.022909554
Rbfox3,44,0.026282433
Rbfox3,49,0.022660147
Top2a,4,0.14117646
Top2a,9,0.14286026
Top2a,14,0.1265151
Top2a,19,0.1271173
Top2a,24,0.13952586
Top2a,29,0.12715538
Sulf2,4,0.11606195
Sulf2,9,0.11009455
Sulf2,14,0.10381074
Sulf2,19,0.09836894
Sulf2,24,0.09526353
Sulf2,29,0.10145296
Sulf2,34,0.09831445
Sulf2,39,0.09314095
Sulf2,44,0.08689502
Sulf2,49,0.08265264
Sulf2,54,0.07785784
Sulf2,59,0.06468188
Sulf2,64,0.055731364
Sulf2,69,0.046598967
Sulf2,74,0.040811248
Sulf2,79,0.03836317
Sulf2,84,0.03401387
Sulf2,89,0.028209513
Sulf2,94,0.026157405
Sulf2,99,0.025219683
Sulf2,104,0.023229308
Sulf2,109,0.027786057
Sulf2,114,0.027662247
Sulf2,119,0.022917163
Sulf2,124,0.023954064
Sulf2,129,0.023172315
Sulf2,134,0.02155379
Sulf2,139,0.023760146
Sulf2,144,0.025450412
Sulf2,149,0.024747625
Btbd17,4,0.16399977
Btbd17,9,0.16439232
Btbd17,14,0.16243038
Btbd17,19,0.17580473
Btbd17,24,0.1713391
Btbd17,29,0.16542669
Gng12,4,0.073729016
Gng12,9,0.071296714
Gng12,14,0.06379028
Gng12,19,0.062239073
Gng12,24,0.06708141
Gng12,29,0.065973744
Gng12,34,0.06313689
Map1b,4,0.08092509
Map1b,9,0.083678514
Map1b,14,0.0838155
Map1b,19,0.08034177
Map1b,24,0.078707114
Map1b,29,0.07968672
Map1b,34,0.07756017
Map1b,39,0.07494458
Map1b,44,0.07445449
Map1b,49,0.07225673
Map1b,54,0.07363926
Map1b,59,0.07538082
Map1b,64,0.07585007
Nfib,4,0.09937109
Nfib,9,0.084654056
Nfib,14,0.055693638
Nfib,19,0.03746367
Nfib,24,0.032015506
Nfib,29,0.0333103
Nfib,34,0.034695715
Nfib,39,0.031246647
Nfib,44,0.03159701
Nfib,49,0.03114619
Nfib,54,0.027386043
Nfib,59,0.022595577
Nfib,64,0.022132905
Nfib,69,0.02355178
Nfib,74,0.022278119
Nfib,79,0.022179158
Cdk1,4,0.21289381
Cdk1,9,0.20317534
Cdk1,14,0.17325193
Cdk1,19,0.16239497
Cdk1,24,0.16239078
Cdk1,29,0.18128386
Cdk1,34,0.17060025
Cdk1,39,0.13587674
Cdk1,44,0.14654756
Cdk1,49,0.15204464
Cdk1,54,0.15697287
Actn4,4,0.10187683
Actn4,9,0.086768925
Actn4,14,0.06943384
Actn4,19,0.066213496
Actn4,24,0.06530738
Actn4,29,0.06362115
Actn4,34,0.06490901
Actn4,39,0.063520655
Actn4,44,0.05642246
Actn4,49,0.052296557
Actn4,54,0.04966309
Actn4,59,0.04999679
Actn4,64,0.049164347
Actn4,69,0.0426461
Actn4,74,0.03883045
Actn4,79,0.038103066
Actn4,84,0.036969822
Actn4,89,0.03589848
Actn4,94,0.036692437
Actn4,99,0.035963323
Actn4,104,0.033542324
Actn4,109,0.03629557
Actn4,114,0.0388913
Actn4,119,0.03680503
Pim2,4,0.06726028
Pim2,9,0.068521604
Pim2,14,0.066371925
Pim2,19,0.06368749
Pim2,24,0.063694745
Pim2,29,0.06221201
Pim2,34,0.0647078
Pim2,39,0.06456811
Pim2,44,0.059814174
Pim2,49,0.058917988
Pim2,54,0.060978126
Pim2,59,0.061170936
Pim2,64,0.06206835
Pcsk2,4,0.09626692
Pcsk2,9,0.09679438
Pcsk2,14,0.0977133
Pcsk2,19,0.096075326
Pcsk2,24,0.090525426
Pcsk2,29,0.081756175
Pcsk2,34,0.07516462
Pcsk2,39,0.07144602
Pcsk2,44,0.06923183
Pcsk2,49,0.06816174
Pcsk2,54,0.06570268
Pcsk2,59,0.062721804
Pcsk2,64,0.06106507
Pcsk2,69,0.06070271
Pcsk2,74,0.060097337
Pcsk2,79,0.05688399
Pcsk2,84,0.060702704
Pcsk2,89,0.06556348
Pcsk2,94,0.06351541
Rap1b,4,0.100217104
Rap1b,9,0.08732376
Rap1b,14,0.07417421
Rap1b,19,0.074894324
Rap1b,24,0.074023396
Rap1b,29,0.072699904
Rap1b,34,0.070695244
Rap1b,39,0.06433804
Rap1b,44,0.06385309
Rap1b,49,0.06662677
Rap1b,54,0.06551604
Rap1b,59,0.06548552
Cpe,4,0.077896975
Cpe,9,0.0813336
Cpe,14,0.082863025
Cpe,19,0.08260056
Nnat,4,0.067097455
Nnat,9,0.062411953
Nnat,14,0.066012636
Nnat,19,0.069170035
Nnat,24,0.062122785
Nnat,29,0.06025667
Nnat,34,0.061799806
Nnat,39,0.061585955
Nnat,44,0.058637243
Nnat,49,0.05840256
Nnat,54,0.055246092
Nnat,59,0.049576692
Nnat,64,0.051573128
Nnat,69,0.058908243
Nnat,74,0.05860278
